venue_id,invoice_id,datetime_created,total
277a327354cc,501c0c24d15f44c2976fd5a17bf61e29,2019-10-16 13:35:17.788,0.0
79761cfa558d,d038b1f1da6f43b0989d1e5d97b1f133,2019-10-16 10:30:16.633,6.21
277a327354cc,9f6d38545fce48cc90a561af7301ad26,2019-10-16 17:29:16.398,14.89
277a327354cc,18bb8b1ac198484989c30df7a1a4d134,2019-10-16 15:16:41.467,10.12
277a327354cc,a784a601f320454a9fabab9a60898eb0,2019-10-16 18:47:24.212,7.8
277a327354cc,8edcb383b04f4197a5226ac42403259b,2019-10-16 17:50:43.912,5.6
dd111d14a9ed,0af29f465b874b22874e257a6a8486df,2019-10-16 10:25:31.343,0.5
dd111d14a9ed,8663a13121154553809be98d605ec7fe,2019-10-16 19:33:35.020,7.31
5c758974dea1,40c52d7296394b64912028c529fdb7e8,2019-10-16 14:22:46.045,10.65
5c758974dea1,7fa6dd2c14b94dc8bd0a53d0c4aa7196,2019-10-16 13:21:20.859,16.99
5c758974dea1,b3a3cc2fb4e74ac48402d4b8725deae0,2019-10-16 11:16:19.771,7.84
5c758974dea1,8a07a0c6d69d4ad3bfcc20a991635b1e,2019-10-16 19:27:59.217,8.3
5c758974dea1,ea232802ef5c4b6193940f1ec1865dd2,2019-10-16 15:55:30.089,26.87
16a6a56e157f,8e8d322622694ab2921b9ed040545416,2019-10-16 12:38:03.690,2.54
3b25f0f417e0,922b70620a484538bb6ed2f18848616e,2019-10-16 19:44:15.557,20.57
878302267afd,5099eeb9404d4813a259a02ab9ee5c57,2019-10-16 11:52:08.095,17.15
878302267afd,ccbce242f87a447fbf2150f181b4adff,2019-10-16 12:51:38.946,7.69
16a6a56e157f,34c1ba6929de42a1badc4157090dcb37,2019-10-16 11:30:44.688,6.82
878302267afd,a4c2a775515444168b50952249e1b4d3,2019-10-16 20:47:34.373,26.49
16a6a56e157f,97726503ad7e4b8882a2ae083747b04f,2019-10-16 13:51:10.540,27.55
16a6a56e157f,62642973274441d1af73589cc786dc4d,2019-10-16 13:51:41.569,17.86
16a6a56e157f,f00a2733a29c40ed84db779faabe7488,2019-10-16 12:18:16.867,50.87
efcb5b07cb87,be01d5cb6e304e929dcaf64d60db1305,2019-10-16 13:06:07.178,9.76
16a6a56e157f,a46483b1d0a2400e89d865b581244cc6,2019-10-16 14:18:29.495,11.36
efcb5b07cb87,f9d64607681140e885ae77c89e020ace,2019-10-16 12:56:20.120,19.42
16a6a56e157f,d07ba0d9263e47128b0c468f04748e5c,2019-10-16 12:05:02.459,10.17
efcb5b07cb87,12b4697f8e8e4e06b1561ff60b6ff296,2019-10-16 14:52:34.879,2.44
efcb5b07cb87,0cbad39fd3274639b82a6d30dbb0052c,2019-10-16 13:44:13.694,21.0
f2460565d1ab,903d99d5722c4e71b3de135c779d114a,2019-10-16 21:51:37.149,5.57
16a6a56e157f,65718f9274e44c52bc07409e2c0906b3,2019-10-16 11:07:48.565,16.06
16a6a56e157f,ed51be7af5c54f2cb1f0a3a42824cf4d,2019-10-16 11:20:04.909,12.62
16a6a56e157f,bf2298e323644d71821f06c9816f7616,2019-10-16 13:28:41.285,7.58
16a6a56e157f,7a06f65adab44f96b23ada23e2b81d3c,2019-10-16 12:23:49.852,7.48
4f07e090cf6d,6555b43dcd034cefb5be086c01390de6,2019-10-16 11:55:08.138,5.63
16a6a56e157f,c45043539ad94d22a128baf4af3120bb,2019-10-16 10:37:19.674,11.19
4f07e090cf6d,e13a84008f2b453ab2795bacd1b95431,2019-10-16 11:56:58.005,4.32
16a6a56e157f,5fb2118a608a44a0af14fd4fb80af07d,2019-10-16 10:46:20.611,0.0
16a6a56e157f,26e651153d4745e9bdef2efaf3f87340,2019-10-16 10:52:03.820,15.86
4f07e090cf6d,9d151e9854174cd9808ebced1caf547c,2019-10-16 14:19:44.200,12.47
16a6a56e157f,b0054f2afa01449a8e283654cf24c80a,2019-10-16 10:53:39.454,6.81
4f07e090cf6d,59476a9be6f04ec2a696b4738db155f2,2019-10-16 15:54:47.449,3.29
16a6a56e157f,c48fe7ef85754498ab672856c93abc16,2019-10-16 14:30:57.771,2.75
4f07e090cf6d,3565631eaffa4cabb01ae755a6f9e5e9,2019-10-16 15:33:00.980,1.68
4f07e090cf6d,d35f3590d45f44398da89ebbe57432db,2019-10-16 15:35:33.225,4.05
4f07e090cf6d,2ab9a73ddd8a45139551fcda5de46682,2019-10-16 18:28:52.156,5.47
4f07e090cf6d,0e9941e1da02451b8a3da01d75735061,2019-10-16 14:03:41.401,3.79
4f07e090cf6d,a36fdad1ca78424aa5dd9be7eb05b88a,2019-10-16 16:49:33.700,5.73
3b46f248b1fb,1ce2be3d79874dad8e0eef6f77e4d1b9,2019-10-16 16:03:34.270,2.27
4f07e090cf6d,e20f02a9603544ab8b3b11d5228f6310,2019-10-16 12:45:36.590,4.9
3b46f248b1fb,905a2d48800a41369a5024d565083858,2019-10-16 16:56:08.370,10.41
f8deed13023c,9751235272d048e381d16824eb623da4,2019-10-16 22:25:35.314,17.41
f8deed13023c,7cbaa52585ef4228acb62f23ecb4aae8,2019-10-16 19:57:06.449,6.98
d073c1e4cb1d,9186bfbbc4bd4daab230762c3f56f203,2019-10-16 15:22:25.416,4.43
7ba130191d25,5d0dd33869b04a199c7d050bacf195cf,2019-10-16 20:22:15.064,9.3
7ba130191d25,d9899c69fff14d519f6fe38119a0b5a1,2019-10-16 19:12:25.144,3.49
d073c1e4cb1d,0d2f037110424158815927786cf1eb44,2019-10-16 12:32:35.983,2.64
d073c1e4cb1d,78ef795769e7482a852d5cc8e4d1a715,2019-10-16 14:47:34.817,4.95
d073c1e4cb1d,fb97813b90944bb8a1f3c556b771d152,2019-10-16 14:50:52.319,9.13
bc79796c312c,60bd1d292f5540f9b01d7b2cb31b0d29,2019-10-16 12:14:25.863,29.95
bc79796c312c,f26ae07c44e6469fb0b1d9c2d268150d,2019-10-16 17:42:17.660,4.78
bc79796c312c,f8a5da12402c41bc94b7a151d28edb39,2019-10-16 12:49:16.570,15.62
d073c1e4cb1d,34859f4cff5c4cbabd2871f11b9d5ab8,2019-10-16 16:41:40.984,33.58
d073c1e4cb1d,e4887b66ada947c192a8be379b95e45a,2019-10-16 16:52:33.416,17.02
bc79796c312c,4b484b8e8aea483f82d5d4b11a36732b,2019-10-16 13:02:22.206,9.94
bc79796c312c,e810a55e47604d3c937b30404f84814b,2019-10-16 13:03:38.263,9.12
bc79796c312c,66c35ef6688d44119c86b6685c2cf12a,2019-10-16 15:41:40.974,12.69
bc79796c312c,c9b744aeffbd4208967309ba96066f9a,2019-10-16 13:45:10.953,16.94
bc79796c312c,82551a4827504b1db1ba0968be489877,2019-10-16 16:34:06.048,19.15
d073c1e4cb1d,1f25d1c9c2d24eb6b286b67a0ddda627,2019-10-16 14:23:14.205,2.17
a110b4cea894,0139098c676049a4ac1006d4f72019a3,2019-10-16 19:35:37.366,55.49
44ab142b5171,67c91d66cea449b4bee138f5b6ffc4f3,2019-10-16 10:40:07.464,3.2
44ab142b5171,9bddd1a60a184d4b9a160644064033de,2019-10-16 13:30:24.607,15.05
44ab142b5171,87a62430c7744792a631db5bae8b432c,2019-10-16 13:57:37.171,8.91
44ab142b5171,fb277e8b21504d1fbc963b8adba8b196,2019-10-16 16:32:27.168,7.01
737effb029a4,53526c3453a14038a5fadab2cf7d8ea8,2019-10-16 14:05:52.518,7.24
737effb029a4,5991d09740494a91bdc369126cc56a02,2019-10-16 17:02:43.928,15.5
44ab142b5171,467f8693e12b42f7b122ed2e30cb2a13,2019-10-16 09:38:19.618,5.93
737effb029a4,eb3b6e33489842bdb64a223ae4ecc0b8,2019-10-16 17:02:58.488,26.98
737effb029a4,9cbb9d16a1314de0b373ae30d3d98c50,2019-10-16 15:41:18.621,6.67
737effb029a4,9952de9c78e1479592eb7a0706e0ee7d,2019-10-16 10:56:30.274,23.92
737effb029a4,026c30029dea47219fb9b933b32f4ad9,2019-10-16 10:57:15.038,27.84
44ab142b5171,26c5838eb3fc4dfeaa6c3ff752278115,2019-10-16 15:57:02.966,2.77
1ecb6f8c5786,ac1588ae7c0f4f70a797aefc580e2e79,2019-10-16 12:39:20.394,2.76
1ecb6f8c5786,4722724b65964767ae5a619d0c4eb1b5,2019-10-16 17:26:12.426,21.57
1ecb6f8c5786,6f001163880e4b1fa5b4cb1e533702d6,2019-10-16 10:22:33.883,12.22
44ab142b5171,d1fbdb25eebe49e69def385e48f72f6f,2019-10-16 16:56:16.456,5.36
26480e357442,9d909ece52f5486982d57118d3e1e28a,2019-10-16 14:01:49.368,31.98
1ecb6f8c5786,7929ae729e024a5ca65f5b3d14ad60a1,2019-10-16 10:57:23.744,6.06
1ecb6f8c5786,b551d2d9235943a7a5241f4b5fbbeab8,2019-10-16 10:58:17.836,7.17
c623e097064c,948389dbd647499789f9476108faf8a9,2019-10-16 12:07:55.181,36.13
c623e097064c,33387f86e0e8458ea5d518fd28a1a06e,2019-10-16 09:17:39.877,4.39
4a6ab875abee,866b68aa9a9a4ba5aafed3cb90fd1209,2019-10-16 21:01:08.167,9.33
4a6ab875abee,2f5252148a194d4e971cc09767eeee70,2019-10-16 21:01:34.143,3.13
e0f1d28eabdb,d9de3f96a27c459a8dc11f636e2d0e46,2019-10-16 09:15:41.451,19.21
e0f1d28eabdb,c3489b2f7e804a87a673c22792af0a8d,2019-10-16 17:38:36.714,3.93
4a6ab875abee,e5bc9280ee59406189c33de413648116,2019-10-16 20:49:07.802,11.65
e0f1d28eabdb,953613d176c94244aa6996d82068d308,2019-10-16 20:24:09.825,10.25
309e5afc9651,5296096285f74a1f9d322aff204547a1,2019-10-16 22:14:31.629,15.52
6dd4f2758287,c05f8cccc66b472b9b8970719b360777,2019-10-16 09:17:53.196,19.5
6dd4f2758287,1e85cbac4c6d4c0e8dc6ecd909e50670,2019-10-16 11:06:05.629,7.32
5cdfc1666dd9,413602090383480084ef02b928aa5622,2019-10-16 15:57:26.092,5.12
5cdfc1666dd9,ad0e45bfcb3e4ef584b770c4d8385769,2019-10-16 16:42:05.701,2.18
5cdfc1666dd9,acb93ada85874117b8c9980e5d5f3aca,2019-10-16 17:16:36.739,25.57
5cdfc1666dd9,6fed161f1f9f4f7497c0f68c9f86b718,2019-10-16 17:33:23.524,8.58
b1327221500a,80f8a1c8685a40fb94a0987989f00fe5,2019-10-16 12:41:12.846,42.61
78328ee85009,8233e699d6c84df99fd7b696240ecdba,2019-10-16 13:25:01.518,7.53
78328ee85009,38a3eefa32dc48deaec7f0478a6b6ad6,2019-10-16 13:25:31.952,17.11
78328ee85009,11f47f4c7f8b4d7f9f4d0c36cc8a6e66,2019-10-16 13:59:33.802,4.32
1dfcd5b3f3a2,aa2ef2f7b6a449859967853e5315c77b,2019-10-16 16:10:23.863,4.41
1dfcd5b3f3a2,236ed368ede7441b950b85191808719e,2019-10-16 20:21:33.177,13.83
78328ee85009,b439f92eb85c4ae5bf264cbed9ef8144,2019-10-16 10:24:41.629,14.65
1dfcd5b3f3a2,590bf123df224b3b83458ab31e3d76d0,2019-10-16 15:13:40.610,7.91
1dfcd5b3f3a2,847d3772119143b6a6ed2d26de1ffe60,2019-10-16 13:59:30.251,104.18
1dfcd5b3f3a2,f0a0d04a47b949d6809d802d5ad924f3,2019-10-16 14:01:17.102,36.27
78328ee85009,bc67c62e9c5a494cb5be9cfaa3ae424d,2019-10-16 12:49:54.155,0.61
78328ee85009,7b1b26833c2b48558bc4f5a8f233daf4,2019-10-16 11:21:32.502,22.05
a6d740e99891,e9849964a2c84a7ab1e22c305181e319,2019-10-16 23:17:36.005,389.19
1dfcd5b3f3a2,7a55fa8e974e4e3490333a01b92d11e9,2019-10-16 19:25:35.381,14.36
a6d740e99891,35b287e00ef4450c9a7457b0e4fd97a3,2019-10-16 12:24:37.830,1.12
1dfcd5b3f3a2,e541acec8071474d9113fbebcca1f060,2019-10-16 21:26:10.630,48.13
1dfcd5b3f3a2,d0022b1ba76641a29ef8d6e337cbc6ef,2019-10-16 12:51:46.882,56.96
e2ff07e2d953,776ffde9a4454258b3cc4ca57f1693ac,2019-10-16 15:15:29.117,25.5
1dfcd5b3f3a2,827b28f754934e0c9a64ab7c2c0e669f,2019-10-16 20:43:25.802,21.94
e2ff07e2d953,73d9849a4ef545f39616cc16aab4cf2d,2019-10-16 18:53:14.322,46.1
1dfcd5b3f3a2,7000fc2580bb460eb6f8b6a6901042b7,2019-10-16 17:58:58.176,10.49
b5755bbf8783,b91de1e476a14a78bcf59272c915e4ec,2019-10-16 19:18:40.672,24.35
b5755bbf8783,2e1f6a9a39e74e399546e74380913553,2019-10-16 19:00:50.481,13.77
b5755bbf8783,06223f793c6049a5b45b5455dc09eda4,2019-10-16 19:01:27.075,20.83
3a4195575e6d,d60242dc30ca41b08b64050fce121ab0,2019-10-16 12:03:19.770,5.82
b5755bbf8783,ceb808b67493461bb1fdb1b09f536d2b,2019-10-16 19:04:37.102,8.16
b5755bbf8783,db09ba1fd5964efd818aef80e379bfb6,2019-10-16 19:24:40.204,16.36
3a4195575e6d,372e47d629f94da390e7bb5196527248,2019-10-16 12:08:06.295,6.11
b5755bbf8783,f91c161034b845e1a66acfacbff2b090,2019-10-16 18:53:29.925,7.67
b5755bbf8783,97de25e08573463a839f8115f07fb6b4,2019-10-16 18:39:17.253,2.22
3a4195575e6d,d605edf26b664f3ebea0f0c388e54f86,2019-10-16 12:45:56.459,1.62
b5755bbf8783,6bddfa4d7e234a7f8583aa69326c4913,2019-10-16 20:47:17.128,3.11
b5755bbf8783,a578fdc5e98a4f749ea3d5d6b6cb1d20,2019-10-16 17:48:13.379,26.34
3a4195575e6d,2f0db28081e241d4bb6b8e3fd9cbbe9c,2019-10-16 14:45:54.927,5.69
b5755bbf8783,169ba28a25dc4e319e120bba0876edeb,2019-10-16 20:33:38.202,5.53
b5755bbf8783,8a5a6cd27e034945b78b4c5b334b3f2a,2019-10-16 20:34:07.725,3.51
3a4195575e6d,d197f1c3ff6a429bb00f95f17e1a4561,2019-10-16 08:50:48.428,8.66
3a4195575e6d,8c1e55bc58c94f3a8933aadb1480cd7a,2019-10-16 12:55:53.136,5.04
7d55d6c62061,914299c0a6f542629f143261c189c536,2019-10-16 10:29:14.600,9.85
3a4195575e6d,349da672c40e473d82a0a496fb075bbe,2019-10-16 11:23:09.313,17.07
